pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,releasedate
Kepler-607 b,Kepler-607,1,1,2,Transit,2016,0.63816320,0.00000168,-0.00000168,0,,,,,,,,,,,,,,5196.00,94.48,-118.36,0,0.80,0.05,-0.04,0,19h24m13.71s,291.0571451,+44d37m56.30s,44.6323060,519.1220000,5.4070000,-5.4070000,14.6720000,0.2060000,-0.2060000,2016-05-10
Kepler-607 c,Kepler-607,1,1,2,Transit,2021,39.67679977,,,0,,,,,,,,,,,,,,5244.00,203.00,-184.00,0,0.89,0.20,-0.13,0,19h24m13.71s,291.0571451,+44d37m56.30s,44.6323060,519.1220000,5.4070000,-5.4070000,14.6720000,0.2060000,-0.2060000,2021-12-05
Kepler-608 b,Kepler-608,1,1,1,Transit,2016,6.41251504,0.00000542,-0.00000542,0,,,,,,,,,,,,,,5820.00,226.58,-187.94,0,1.01,0.20,-0.11,0,19h35m31.90s,293.8829010,+44d38m17.06s,44.6380717,946.6830000,17.4735000,-17.4735000,14.8400000,0.1830000,-0.1830000,2016-05-10
Kepler-609 b,Kepler-609,1,1,1,Transit,2016,6.52121067,0.00000864,-0.00000864,0,,,,,,,,,,,,,,5971.00,125.14,-171.10,0,1.14,0.35,-0.14,0,19h28m52.87s,292.2203009,+44d41m59.96s,44.6999902,1065.8200000,28.0900000,-26.7000000,14.9600000,0.0690000,-0.0690000,2016-05-10
Kepler-61 b,Kepler-61,1,1,1,Transit,2013,59.87756000,0.00020000,-0.00020000,0,,,,,0.250000,,,1,273,13,-13,0,K7 V,4017.00,68.00,-150.00,0,0.62,0.02,-0.05,0,19h41m13.08s,295.3044942,+42d28m31.15s,42.4753193,335.0790000,5.0000000,-4.8580000,15.2770000,0.0690000,-0.0690000,2014-05-14
Kepler-610 b,Kepler-610,1,1,2,Transit,2016,6.99692655,0.00000559,-0.00000559,0,,,,,,,,,,,,,,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0,19h32m41.12s,293.1713241,+45d03m56.14s,45.0655934,845.8240000,16.7700000,-16.1420000,14.8160000,0.2290000,-0.2290000,2016-05-10
Kepler-610 c,Kepler-610,1,1,2,Transit,2016,151.86392000,0.00111800,-0.00111800,0,,,,,,,,,,,,,,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0,19h32m41.12s,293.1713241,+45d03m56.14s,45.0655934,845.8240000,16.7700000,-16.1420000,14.8160000,0.2290000,-0.2290000,2016-05-10
Kepler-611 b,Kepler-611,1,1,1,Transit,2016,2.43703330,0.00000503,-0.00000503,0,,,,,,,,,,,,,,5761.00,64.93,-69.42,0,1.01,0.24,-0.09,0,19h04m01.18s,286.0049121,+45d28m49.10s,45.4803043,1395.5600000,39.4400000,-37.3600000,14.7340000,0.0800000,-0.0800000,2016-05-10
Kepler-612 b,Kepler-612,1,1,1,Transit,2016,3.72215641,0.00000376,-0.00000376,0,,,,,,,,,,,,,,5693.00,92.70,-129.13,0,0.96,0.17,-0.08,0,19h25m25.11s,291.3546278,+45d44m52.28s,45.7478551,1445.5300000,51.7700000,-48.3700000,15.1910000,0.1370000,-0.1370000,2016-05-10
Kepler-613 b,Kepler-613,1,1,1,Transit,2016,15.77979614,0.00004258,-0.00004258,0,,,,,,,,,,,,,,5723.00,68.68,-67.42,0,0.96,0.17,-0.07,0,18h51m08.84s,282.7868415,+46d14m41.94s,46.2449846,861.4940000,13.6540000,-13.2420000,14.7950000,0.1490000,-0.1490000,2016-05-10
Kepler-614 b,Kepler-614,1,1,1,Transit,2016,14.03491514,0.00002597,-0.00002597,0,,,,,,,,,,,,,,5268.00,186.36,-125.95,0,0.81,0.07,-0.05,0,19h53m32.37s,298.3848866,+46d16m33.55s,46.2759867,527.9950000,5.8805000,-5.8805000,14.8100000,0.0690000,-0.0690000,2016-05-10
Kepler-615 b,Kepler-615,1,1,1,Transit,2016,10.35584657,0.00001854,-0.00001854,0,,,,,,,,,,,,,,4655.00,41.24,-43.29,0,0.69,0.03,-0.04,0,18h49m48.17s,282.4506927,+46d19m16.92s,46.3213671,,,,14.6230000,0.1260000,-0.1260000,2016-05-10
Kepler-616 b,Kepler-616,1,1,3,Transit,2016,9.99761851,0.00002138,-0.00002138,0,,,,,,,,,,,,,,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,2016-05-10
Kepler-616 c,Kepler-616,1,1,3,Transit,2016,90.41135560,0.00045220,-0.00045220,0,,,,,,,,,,,,,,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,2016-05-10
Kepler-616 d,Kepler-616,1,1,3,Transit,2021,51.06740189,,,0,,,,,,,,,,,,,,6004.00,181.00,-199.00,0,0.98,0.30,-0.10,0,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.7750000,24.0505000,-24.0505000,15.0210000,0.0580000,-0.0580000,2021-12-05
Kepler-617 b,Kepler-617,1,1,1,Transit,2016,1.68269615,0.00000111,-0.00000111,0,,,,,,,,,,,,,,3712.00,33.92,-33.35,0,0.48,0.02,-0.03,0,18h54m57.77s,283.7407247,+47d30m58.05s,47.5161237,173.3540000,0.9500000,-0.9500000,15.5490000,0.1140000,-0.1140000,2016-05-10
Kepler-618 b,Kepler-618,1,1,1,Transit,2016,3.59576964,0.00000882,-0.00000882,0,,,,,,,,,,,,,,5860.00,67.09,-79.66,0,1.08,0.33,-0.11,0,19h04m59.96s,286.2498525,+48d03m39.33s,48.0609256,1221.9600000,32.1300000,-32.1300000,15.0870000,0.1830000,-0.1830000,2016-05-10
Kepler-619 b,Kepler-619,1,1,3,Transit,2016,5.40427220,0.00000555,-0.00000555,0,,,,,,,,,,,,,,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0,19h23m23.78s,290.8490899,+48d24m57.52s,48.4159782,900.6780000,16.3815000,-16.3815000,14.8400000,0.0460000,-0.0460000,2016-05-10
Kepler-619 c,Kepler-619,1,1,3,Transit,2016,1.20846503,0.00000167,-0.00000167,0,,,,,,,,,,,,,,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0,19h23m23.78s,290.8490899,+48d24m57.52s,48.4159782,900.6780000,16.3815000,-16.3815000,14.8400000,0.0460000,-0.0460000,2016-05-10
Kepler-619 d,Kepler-619,1,1,3,Transit,2023,11.67894236,0.00002452,-0.00002452,0,0.102100,,,0,0.000000,,,0,830,,,0,,6122.00,169.00,-190.00,0,0.96,0.30,-0.10,0,19h23m23.78s,290.8490899,+48d24m57.52s,48.4159782,900.6780000,16.3815000,-16.3815000,14.8400000,0.0460000,-0.0460000,2017-05-08
Kepler-62 b,Kepler-62,1,1,5,Transit,2013,5.71493200,0.00000900,-0.00000900,0,0.055300,0.000500,-0.000500,0,,,,,750,41,-41,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,2014-05-14
Kepler-62 c,Kepler-62,1,1,5,Transit,2013,12.44170000,0.00010000,-0.00010000,0,0.092900,0.000900,-0.000900,0,,,,,578,31,-31,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,2014-05-14
Kepler-62 d,Kepler-62,1,1,5,Transit,2013,18.16406000,0.00002000,-0.00002000,0,0.120000,0.001000,-0.001000,0,,,,,510,28,-28,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,2014-05-14
Kepler-62 e,Kepler-62,1,1,5,Transit,2013,122.38740000,0.00080000,-0.00080000,0,0.427000,0.004000,-0.004000,0,,,,,270,15,-15,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,2014-05-14
Kepler-62 f,Kepler-62,1,1,5,Transit,2013,267.29100000,0.00500000,-0.00500000,0,0.718000,0.007000,-0.007000,0,,,,,208,11,-11,0,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,2014-05-14
Kepler-620 b,Kepler-620,1,1,1,Transit,2016,12.91375431,0.00004951,-0.00004951,0,,,,,,,,,,,,,,6155.00,120.88,-147.72,0,1.22,0.45,-0.16,0,19h24m38.25s,291.1593939,+51d20m05.36s,51.3348228,1355.2800000,46.2800000,-46.2800000,14.8440000,0.0240000,-0.0240000,2016-05-10
Kepler-621 b,Kepler-621,1,1,1,Transit,2016,2.62811375,0.00000177,-0.00000177,0,,,,,,,,,,,,,,4521.00,73.87,-51.47,0,0.68,0.02,-0.02,0,19h23m42.54s,290.9272450,+39d54m50.82s,39.9141166,,,,15.2200000,0.0690000,-0.0690000,2016-05-10
Kepler-622 b,Kepler-622,1,1,1,Transit,2016,14.28226676,0.00002663,-0.00002663,0,,,,,,,,,,,,,,4201.00,46.67,-36.96,0,0.61,0.02,-0.02,0,18h57m54.83s,284.4784454,+40d55m59.42s,40.9331723,284.7610000,1.6760000,-1.6560000,15.0520000,0.1370000,-0.1370000,2016-05-10
Kepler-623 b,Kepler-623,1,1,1,Transit,2016,9.07097734,0.00001283,-0.00001283,0,,,,,,,,,,,,,,5443.00,103.28,-85.59,0,0.86,0.10,-0.06,0,19h47m56.81s,296.9867284,+47d28m38.47s,47.4773531,737.7020000,15.0790000,-14.4970000,15.0280000,0.1490000,-0.1490000,2016-05-10
Kepler-624 b,Kepler-624,1,1,1,Transit,2016,14.58649607,0.00002876,-0.00002876,0,,,,,,,,,,,,,,6117.00,70.67,-63.28,0,1.18,0.17,-0.11,0,19h40m46.41s,295.1933631,+39d32m22.90s,39.5396946,748.1880000,11.8425000,-11.8425000,13.6370000,0.1260000,-0.1260000,2016-05-10
Kepler-625 b,Kepler-625,1,1,2,Transit,2016,7.75192492,0.00001063,-0.00001063,0,,,,,,,,,,,,,,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0,19h28m36.11s,292.1504723,+39d38m15.09s,39.6375254,760.7080000,9.8000000,-9.5590000,13.3950000,0.0800000,-0.0800000,2016-05-10
Kepler-625 c,Kepler-625,1,1,2,Transit,2016,4.16536510,0.00001304,-0.00001304,0,,,,,,,,,,,,,,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0,19h28m36.11s,292.1504723,+39d38m15.09s,39.6375254,760.7080000,9.8000000,-9.5590000,13.3950000,0.0800000,-0.0800000,2016-05-10
Kepler-626 b,Kepler-626,1,1,1,Transit,2016,14.48585199,0.00002363,-0.00002363,0,,,,,,,,,,,,,,5813.00,93.83,-94.62,0,1.05,0.12,-0.09,0,19h14m47.68s,288.6986828,+39d42m29.54s,39.7082044,635.6430000,6.5075000,-6.5075000,14.0860000,0.1030000,-0.1030000,2016-05-10
Kepler-627 b,Kepler-627,1,1,1,Transit,2016,40.69944430,0.00017830,-0.00017830,0,,,,,,,,,,,,,,6424.00,160.13,-213.39,0,1.49,0.64,-0.27,0,19h28m25.01s,292.1042198,+39d46m04.29s,39.7678585,984.3070000,16.3345000,-16.3345000,14.1810000,0.2060000,-0.2060000,2016-05-10
Kepler-629 b,Kepler-629,1,1,1,Transit,2016,7.23858540,0.00001180,-0.00001180,0,,,,,,,,,,,,,,5444.00,71.98,-60.20,0,0.84,0.02,-0.02,0,19h17m40.30s,289.4179128,+39d56m42.27s,39.9450757,372.0500000,1.9540000,-1.9330000,13.4810000,0.1140000,-0.1140000,2016-05-10
Kepler-63 b,Kepler-63,1,1,1,Transit,2013,9.43415050,0.00000100,-0.00000100,0,0.080000,0.002000,-0.002000,0,0.450000,,,1,,,,,,5576.00,50.00,-50.00,0,0.90,0.03,-0.02,0,19h16m54.31s,289.2262876,+49d32m53.81s,49.5482814,194.0330000,0.9590000,-0.9490000,12.0200000,0.0260000,-0.0260000,2014-05-14
Kepler-630 b,Kepler-630,1,1,1,Transit,2016,161.47439370,0.00090110,-0.00090110,0,,,,,,,,,,,,,,5829.00,97.42,-98.87,0,1.04,0.11,-0.08,0,19h33m42.50s,293.4270647,+39d56m32.63s,39.9423967,839.7840000,12.0185000,-12.0185000,14.0010000,0.0800000,-0.0800000,2016-05-10
Kepler-631 b,Kepler-631,1,1,1,Transit,2016,17.97979059,0.00003770,-0.00003770,0,,,,,,,,,,,,,,6185.00,85.62,-75.47,0,1.33,0.14,-0.10,0,19h47m32.57s,296.8857240,+40d13m41.42s,40.2281717,761.9660000,10.7895000,-10.7895000,13.5630000,0.1370000,-0.1370000,2016-05-10
Kepler-632 b,Kepler-632,1,1,1,Transit,2016,30.99660733,0.00004756,-0.00004756,0,,,,,,,,,,,,,,5322.00,89.61,-82.67,0,0.84,0.02,-0.02,0,19h49m00.63s,297.2526130,+40d17m18.98s,40.2886050,,,,13.4420000,0.1370000,-0.1370000,2016-05-10
Kepler-633 b,Kepler-633,1,1,2,Transit,2016,8.50340718,0.00002680,-0.00002680,0,,,,,,,,,,,,,,5899.00,86.22,-91.57,0,1.15,0.21,-0.14,0,19h40m52.16s,295.2173259,+40d35m31.78s,40.5921599,680.5400000,,,13.8120000,0.0800000,-0.0800000,2016-05-10
Kepler-633 c,Kepler-633,1,1,2,Transit,2021,23.78319931,,,0,,,,,,,,,,,,,,5877.00,105.00,-129.00,0,1.26,0.20,-0.24,0,19h40m52.16s,295.2173259,+40d35m31.78s,40.5921599,680.5400000,,,13.8120000,0.0800000,-0.0800000,2021-12-05
Kepler-634 b,Kepler-634,1,1,1,Transit,2016,5.16950177,0.00001029,-0.00001029,0,,,,,,,,,,,,,,6075.00,86.22,-77.53,0,1.24,0.19,-0.16,0,19h24m46.82s,291.1950900,+40d42m09.85s,40.7027352,888.0270000,12.0220000,-12.0220000,13.6260000,0.0920000,-0.0920000,2016-05-10
Kepler-635 b,Kepler-635,1,1,1,Transit,2016,23.44971004,0.00007672,-0.00007672,0,,,,,,,,,,,,,,6174.00,70.40,-82.75,0,1.51,0.20,-0.15,0,19h19m05.58s,289.7732613,+40d48m02.53s,40.8007019,1141.0800000,23.9000000,-22.9400000,13.3600000,0.1370000,-0.1370000,2016-05-10
Kepler-636 b,Kepler-636,1,2,1,Transit,2016,16.08066115,0.00000560,-0.00000560,0,,,,,,,,,,,,,,5203.00,56.47,-72.86,0,0.80,0.02,-0.02,0,19h34m22.09s,293.5920614,+41d05m42.32s,41.0950891,310.3010000,,,13.9060000,0.1140000,-0.1140000,2016-05-10
Kepler-637 b,Kepler-637,1,1,1,Transit,2016,23.20584623,0.00005368,-0.00005368,0,,,,,,,,,,,,,,6096.00,46.96,-44.44,0,2.56,0.27,-0.30,0,19h29m40.14s,292.4172566,+41d25m00.62s,41.4168384,786.0910000,9.6030000,-9.3780000,13.5000000,0.1030000,-0.1030000,2016-05-10
Kepler-638 b,Kepler-638,1,1,1,Transit,2016,6.07972888,0.00001513,-0.00001513,0,,,,,,,,,,,,,,5382.00,50.10,-59.39,0,0.93,0.29,-0.09,0,18h59m40.66s,284.9194213,+41d37m01.95s,41.6172093,991.2140000,15.8560000,-15.3760000,13.6580000,0.0690000,-0.0690000,2016-05-10
Kepler-639 b,Kepler-639,1,1,1,Transit,2016,10.21420496,0.00002131,-0.00002131,0,,,,,,,,,,,,,,5896.00,76.96,-59.62,0,1.29,0.26,-0.18,0,19h28m44.84s,292.1868271,+41d43m37.00s,41.7269440,850.2420000,11.3180000,-11.0290000,13.3580000,0.0920000,-0.0920000,2016-05-10
Kepler-640 b,Kepler-640,1,1,1,Transit,2016,22.24813967,0.00003515,-0.00003515,0,,,,,,,,,,,,,,5653.00,72.44,-62.83,0,0.94,0.03,-0.03,0,19h44m07.73s,296.0322000,+42d07m54.26s,42.1317392,557.7870000,4.8095000,-4.8095000,13.8850000,0.1370000,-0.1370000,2016-05-10
Kepler-641 b,Kepler-641,1,1,1,Transit,2016,9.48961571,0.00002398,-0.00002398,0,,,,,,,,,,,,,,5713.00,81.57,-83.52,0,1.13,0.19,-0.14,0,19h27m17.65s,291.8235292,+42d30m58.30s,42.5161945,969.9180000,15.6765000,-15.6765000,13.8070000,0.0570000,-0.0570000,2016-05-10
Kepler-642 b,Kepler-642,1,1,1,Transit,2016,4.41745855,0.00000660,-0.00000660,0,,,,,,,,,,,,,,6570.00,133.26,-201.09,0,1.66,0.74,-0.32,0,19h35m20.29s,293.8345542,+42d37m29.81s,42.6249480,781.5820000,8.5920000,-8.4110000,13.3350000,0.0690000,-0.0690000,2016-05-10
Kepler-643 b,Kepler-643,1,1,1,Transit,2016,16.33889626,0.00001826,-0.00001826,0,,,,,,,,,,,,,,4908.00,45.26,-47.77,0,2.52,0.08,-0.07,0,19h21m18.54s,290.3272423,+42d53m53.62s,42.8982283,1063.5800000,17.5250000,-17.5250000,13.9880000,0.1140000,-0.1140000,2016-05-10
Kepler-644 b,Kepler-644,1,1,1,Transit,2016,3.17391710,0.00000423,-0.00000423,0,,,,,,,,,,,,,,6747.00,156.03,-238.58,0,1.81,0.67,-0.35,0,19h41m54.17s,295.4757022,+43d29m35.20s,43.4931119,1318.0500000,36.9850000,-36.9850000,14.0310000,0.0570000,-0.0570000,2016-05-10
Kepler-645 b,Kepler-645,1,1,1,Transit,2016,3.27582262,0.00000477,-0.00000477,0,,,,,,,,,,,,,,6170.00,144.24,-162.10,0,1.21,0.36,-0.16,0,19h21m17.45s,290.3227098,+44d02m09.11s,44.0358625,1173.5700000,21.2350000,-21.2350000,13.9440000,0.1720000,-0.1720000,2016-05-10
Kepler-646 b,Kepler-646,1,1,1,Transit,2016,15.87364565,0.00004300,-0.00004300,0,,,,,,,,,,,,,,5634.00,117.96,-139.42,0,0.91,0.13,-0.08,0,19h21m53.15s,290.4714596,+44d23m13.35s,44.3870422,451.7940000,3.1815000,-3.1815000,14.0260000,0.1260000,-0.1260000,2016-05-10
Kepler-647 b,Kepler-647,1,1,2,Transit,2016,16.22546490,0.00015560,-0.00015560,0,,,,,,,,,,,,,,6020.00,81.21,-72.51,0,1.07,0.13,-0.09,0,18h59m09.19s,284.7882977,+44d35m29.84s,44.5916225,1087.8700000,19.5700000,-19.5700000,14.0670000,0.1260000,-0.1260000,2016-05-10
Kepler-647 c,Kepler-647,1,1,2,Transit,2020,29.66630000,,,0,,,,,,,,,,,,,,5906.74,37.53,-37.53,0,1.55,,,0,18h59m09.19s,284.7882977,+44d35m29.84s,44.5916225,1087.8700000,19.5700000,-19.5700000,14.0670000,0.1260000,-0.1260000,2020-09-03
Kepler-648 b,Kepler-648,1,1,1,Transit,2016,17.42117490,0.00002066,-0.00002066,0,,,,,,,,,,,,,,5741.00,54.98,-51.62,0,0.98,0.03,-0.03,0,18h55m35.91s,283.8996207,+45d01m00.89s,45.0169137,636.0300000,7.8480000,-7.8480000,14.0270000,0.1950000,-0.1950000,2016-05-10
Kepler-649 b,Kepler-649,1,1,1,Transit,2016,29.90722674,0.00005373,-0.00005373,0,,,,,,,,,,,,,,5871.00,62.24,-54.67,0,0.94,0.06,-0.05,0,19h02m37.40s,285.6558336,+45d04m46.03s,45.0794516,513.7480000,4.5030000,-4.4270000,13.5560000,0.1140000,-0.1140000,2016-05-10
Kepler-65 b,Kepler-65,1,1,4,Transit,2012,2.15491000,0.00000500,-0.00000500,0,0.035000,0.002000,-0.001000,0,,,,,,,,,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.7280000,2.7080000,-2.6610000,10.9220000,0.0080000,-0.0080000,2014-05-14
Kepler-65 c,Kepler-65,1,1,4,Transit,2012,5.85994400,0.00000300,-0.00000300,0,0.068000,0.004000,-0.002000,0,,,,,,,,,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.7280000,2.7080000,-2.6610000,10.9220000,0.0080000,-0.0080000,2014-05-14
Kepler-65 d,Kepler-65,1,1,4,Transit,2012,8.13123000,0.00002000,-0.00002000,0,0.084000,0.006000,-0.002000,0,,,,,,,,,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.7280000,2.7080000,-2.6610000,10.9220000,0.0080000,-0.0080000,2014-05-14
Kepler-65 e,Kepler-65,1,1,4,Radial Velocity,2019,258.80000000,1.50000000,-1.30000000,0,,,,,0.283000,0.064000,-0.071000,0,,,,,,,,,,1.44,0.03,-0.03,0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.7280000,2.7080000,-2.6610000,10.9220000,0.0080000,-0.0080000,2019-06-13
Kepler-650 b,Kepler-650,1,1,1,Transit,2016,3.03214559,0.00000331,-0.00000331,0,,,,,,,,,,,,,,5849.00,64.94,-77.61,0,1.35,0.23,-0.21,0,19h16m00.23s,289.0009451,+45d09m15.47s,45.1542968,884.3780000,,,13.8250000,0.0800000,-0.0800000,2016-05-10
Kepler-651 b,Kepler-651,1,1,1,Transit,2016,21.38521506,0.00003880,-0.00003880,0,,,,,,,,,,,,,,5522.00,64.16,-54.30,0,0.87,0.04,-0.03,0,19h09m19.85s,287.3327284,+46d12m12.37s,46.2034366,509.4080000,3.5355000,-3.5355000,14.2330000,0.1370000,-0.1370000,2016-05-10
Kepler-652 b,Kepler-652,1,1,1,Transit,2016,4.18200253,0.00000172,-0.00000172,0,,,,,,,,,,,,,,5490.00,43.22,-40.88,0,0.88,0.02,-0.01,0,19h12m01.94s,288.0080899,+46d28m25.00s,46.4736108,394.5500000,2.1540000,-2.1310000,13.6180000,0.0800000,-0.0800000,2016-05-10
Kepler-653 b,Kepler-653,1,1,2,Transit,2016,14.70748976,0.00003759,-0.00003759,0,,,,,,,,,,,,,,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.6340000,4.5660000,-4.4970000,13.4980000,0.1140000,-0.1140000,2016-05-10
Kepler-653 c,Kepler-653,1,1,2,Transit,2016,0.90037648,0.00000363,-0.00000363,0,,,,,,,,,,,,,,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.6340000,4.5660000,-4.4970000,13.4980000,0.1140000,-0.1140000,2016-05-10
Kepler-654 b,Kepler-654,1,1,1,Transit,2016,13.72465129,0.00005006,-0.00005006,0,,,,,,,,,,,,,,5865.00,93.80,-89.45,0,1.11,0.17,-0.11,0,19h48m16.41s,297.0683931,+46d50m03.30s,46.8342497,974.1240000,15.8210000,-15.3310000,13.7620000,0.1260000,-0.1260000,2016-05-10
Kepler-655 b,Kepler-655,1,1,1,Transit,2016,46.40633580,0.00016510,-0.00016510,0,,,,,,,,,,,,,,6170.00,72.99,-62.57,0,1.24,0.18,-0.12,0,19h49m02.18s,297.2590664,+46d50m35.39s,46.8431650,752.5620000,9.1025000,-9.1025000,13.5680000,0.0690000,-0.0690000,2016-05-10
Kepler-656 b,Kepler-656,1,1,2,Transit,2016,1.26025909,0.00000066,-0.00000066,0,,,,,,,,,,,,,,5281.00,63.29,-58.78,0,0.82,0.05,-0.05,0,19h13m18.69s,288.3278778,+47d22m53.54s,47.3815380,890.3520000,20.8560000,-20.8560000,15.5490000,0.1830000,-0.1830000,2016-05-10
Kepler-656 c,Kepler-656,1,1,2,Transit,2023,5.25449393,0.00005613,-0.00005613,0,0.060200,,,0,0.000000,,,0,975,,,0,,5550.00,166.00,-183.00,0,0.95,0.25,-0.08,0,19h13m18.69s,288.3278778,+47d22m53.54s,47.3815380,890.3520000,20.8560000,-20.8560000,15.5490000,0.1830000,-0.1830000,2017-05-08
Kepler-657 b,Kepler-657,1,1,1,Transit,2016,24.54350418,0.00006435,-0.00006435,0,,,,,,,,,,,,,,5808.00,88.65,-121.47,0,1.01,0.20,-0.09,0,19h24m47.35s,291.1973006,+47d18m27.92s,47.3077545,1691.8800000,79.0500000,-72.4100000,15.4040000,0.1500000,-0.1500000,2016-05-10
Kepler-658 b,Kepler-658,1,1,1,Transit,2016,1.28707676,0.00000119,-0.00000119,0,,,,,,,,,,,,,,4103.00,39.35,-37.36,0,0.60,0.02,-0.02,0,18h51m56.07s,282.9836210,+47d34m42.20s,47.5783897,388.3840000,5.0920000,-4.9650000,16.4400000,0.2000000,-0.2000000,2016-05-10
Kepler-659 b,Kepler-659,1,1,1,Transit,2016,17.67179600,0.00005558,-0.00005558,0,,,,,,,,,,,,,,4870.00,49.22,-56.10,0,0.74,0.03,-0.04,0,19h10m25.96s,287.6081777,+47d30m34.88s,47.5096893,722.6400000,15.1320000,-14.5350000,15.7580000,0.1030000,-0.1030000,2016-05-10
Kepler-66 b,Kepler-66,1,1,1,Transit,2013,17.81581500,0.00007500,-0.00007500,0,0.135200,0.001700,-0.001700,0,,,,,,,,,G0 V,5962.00,79.00,-79.00,0,0.97,0.04,-0.04,0,19h35m55.57s,293.9815378,+46d41m15.82s,46.6877280,1202.9600000,37.2950000,-37.2950000,15.2900000,0.1150000,-0.1150000,2014-05-14
Kepler-660 b,Kepler-660,1,1,1,Transit,2016,9.27358194,0.00001178,-0.00001178,0,,,,,,,,,,,,,,4779.00,44.67,-49.24,0,0.71,0.03,-0.04,0,19h12m33.19s,288.1382985,+47d43m28.43s,47.7245642,568.4310000,9.0630000,-8.7880000,15.5590000,0.1720000,-0.1720000,2016-05-10
Kepler-661 b,Kepler-661,1,1,1,Transit,2016,6.02930132,0.00000536,-0.00000536,0,,,,,,,,,,,,,,4483.00,56.76,-57.11,0,0.67,0.03,-0.04,0,18h54m50.58s,283.7107463,+47d51m47.43s,47.8631748,534.7880000,10.0550000,-9.6970000,16.0160000,0.2290000,-0.2290000,2016-05-10
Kepler-662 b,Kepler-662,1,1,1,Transit,2016,21.67697486,0.00006711,-0.00006711,0,,,,,,,,,,,,,,4897.00,52.49,-59.98,0,0.74,0.03,-0.04,0,19h21m51.62s,290.4650801,+47d55m44.85s,47.9291252,815.6370000,21.6475000,-21.6475000,15.5980000,0.0570000,-0.0570000,2016-05-10
Kepler-663 b,Kepler-663,1,1,1,Transit,2016,4.99678284,0.00001448,-0.00001448,0,,,,,,,,,,,,,,5264.00,90.56,-127.67,0,0.82,0.06,-0.04,0,19h51m13.97s,297.8082232,+47d56m47.88s,47.9466342,1063.0900000,35.3500000,-33.1800000,15.8810000,0.0690000,-0.0690000,2016-05-10
