pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,releasedate
11 Com b,11 Com,1,2,1,Radial Velocity,2007,323.21000000,0.06000000,-0.05000000,0,1.178000,0.000000,0.000000,0,0.238000,0.007000,-0.007000,0,,,,,G8 III,4874.00,,,0,13.76,2.85,-2.45,0,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,93.1846000,1.9238000,-1.9238000,4.7230700,0.0230000,-0.0230000,2023-09-19
11 UMi b,11 UMi,1,1,1,Radial Velocity,2009,516.21997000,3.20000000,-3.20000000,0,1.530000,0.070000,-0.070000,0,0.080000,0.030000,-0.030000,0,,,,,,4213.00,46.00,-46.00,0,29.79,2.84,-2.84,0,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.3210000,1.9765000,-1.9765000,5.0130000,0.0050000,-0.0050000,2018-09-06
14 And b,14 And,1,1,1,Radial Velocity,2008,186.76000000,0.11000000,-0.12000000,0,0.775000,0.000000,0.000000,0,0.000000,,,0,,,,,K0 III,4888.00,,,0,11.55,1.12,-0.51,0,23h31m17.80s,352.8241500,+39d14m09.01s,39.2358367,75.4392000,0.7140000,-0.7140000,5.2313300,0.0230000,-0.0230000,2023-09-19
14 Her b,14 Her,1,1,2,Radial Velocity,2002,1765.03890000,1.67709000,-1.87256000,0,2.774000,0.109000,-0.120000,0,0.373000,0.008000,-0.006000,0,,,,,,,,,,,,,,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323000,0.0073000,-0.0073000,6.6193500,0.0230000,-0.0230000,2023-06-12
16 Cyg B b,16 Cyg B,1,3,1,Radial Velocity,1996,798.50000000,1.00000000,-1.00000000,0,1.660000,0.030000,-0.030000,0,0.680000,0.020000,-0.020000,0,,,,,,5750.00,8.00,-8.00,0,1.13,0.01,-0.01,0,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397000,0.0110000,-0.0111000,6.2150000,0.0160000,-0.0160000,2018-09-06
17 Sco b,17 Sco,1,1,1,Radial Velocity,2020,578.38000000,2.01000000,-2.09000000,0,1.450000,0.020000,-0.020000,0,0.060000,0.030000,-0.020000,0,,,,,K3 III,4157.00,11.00,-10.00,0,25.92,0.78,-0.74,0,16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905,124.9530000,2.5900000,-2.5900000,5.2260600,0.0230000,-0.0230000,2021-10-25
18 Del b,18 Del,1,2,1,Radial Velocity,2008,982.85000000,1.06000000,-0.92000000,0,2.476000,0.002000,-0.002000,0,0.024000,0.007000,-0.018000,0,,,,,G6 III,4980.00,,,0,8.80,0.61,-0.40,0,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.2220000,0.6217000,-0.6217000,5.5104800,0.0230000,-0.0230000,2023-09-19
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,1,Imaging,2008,,,,,330.000000,,,0,,,,,1700,100,-100,0,K7 V,4060.00,300.00,-200.00,0,,,,,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.1350000,1.3320000,-1.3070000,12.6180000,0.0690000,-0.0690000,2015-04-01
24 Boo b,24 Boo,1,1,1,Radial Velocity,2018,30.33000000,0.00000000,-0.01000000,0,0.194000,0.000000,0.000000,0,0.032000,0.039000,-0.023000,0,,,,,G3 IV,4816.00,,,0,12.19,1.45,-1.28,0,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863000,0.6368500,-0.6368500,5.5900000,0.0010000,-0.0010000,2023-09-19
24 Sex b,24 Sex,1,1,2,Radial Velocity,2010,452.80000000,2.10000000,-4.50000000,0,1.333000,0.004000,-0.009000,0,0.090000,0.140000,-0.060000,0,,,,,,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,2014-05-14
24 Sex c,24 Sex,1,1,2,Radial Velocity,2010,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,0.290000,0.160000,-0.090000,0,,,,,,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,2014-05-14
2M0437 b,2MASS J04372171+2651014,1,1,1,Imaging,2021,,,,,118.000000,1.300000,-1.300000,0,,,,,1450,50,-50,0,M V,3100.00,100.00,-100.00,0,0.84,0.11,-0.11,0,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,128.4840000,1.1960000,-1.1740000,16.1860000,1.1330000,-1.1330000,2021-12-13
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,1,2,1,Imaging,2013,,,,,84.000000,,,0,,,,,,,,,M5.5/M6,,,,,,,,,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,,,,15.7880000,0.2750000,-0.2750000,2020-09-03
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,1,Imaging,2013,,,,,52.000000,6.000000,-6.000000,0,,,,,,,,,M3.5 V,3530.00,50.00,-50.00,0,,,,,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281000,0.0864000,-0.0860000,14.2440000,0.0740000,-0.0740000,2014-05-14
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,1,Imaging,2015,,,,,156.000000,10.000000,-10.000000,0,,,,,,,,,M6,3064.00,76.00,-76.00,0,0.28,0.01,-0.01,0,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,,,,,,,2015-05-14
2MASS J0249-0557 c,2MASS J0249-0557 A,1,2,1,Imaging,2018,,,,,1950.000000,200.000000,-200.000000,0,,,,,,,,,M6 V,,,,,,,,,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,66.0613000,0.4543000,-0.4482000,18.3000000,0.2000000,-0.2000000,2024-05-13
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,1,Imaging,2024,,,,,572.000000,7.000000,-7.000000,0,,,,,2369,21,-5,0,,,,,,,,,,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759,117.4350000,2.3200000,-2.2330000,,,,2024-05-08
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,1,Imaging,2010,,,,,15.000000,,,0,,,,,,,,,M8.5,,,,,,,,,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,,,,,,,2014-05-14
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,1,Imaging,2024,,,,,266.000000,8.000000,-8.000000,0,,,,,2677,78,-76,0,,,,,,,,,,11h01m19.09s,165.3295388,-77d32m38.73s,-77.5440912,,,,,,,2024-05-08
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,1,Imaging,2024,,,,,587.000000,2.000000,-2.000000,0,,,,,2506,2,-2,0,,,,,,,,,,11h55m04.60s,178.7691634,-79d19m11.12s,-79.3197558,100.8620000,0.6030000,-0.5960000,16.9570000,0.3090000,-0.3090000,2024-05-07
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,1,Imaging,2004,,,,,55.000000,,,0,,,,,1250,200,-200,0,M8,,,,,,,,,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.3080000,0.6569000,-0.6440000,,,,2016-02-25
2MASS J19383260+4603591 b,2MASS J19383260+4603591,1,2,3,Eclipse Timing Variations,2015,406.00000000,4.00000000,-4.00000000,0,,,,,0.330000,0.050000,-0.050000,0,,,,,,29564.00,,,0,0.20,0.00,0.00,0,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.3320000,6.3885000,-6.3885000,12.6510000,0.2150000,-0.2150000,2022-04-19
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,1,Imaging,2024,,,,,7493.000000,11.000000,-11.000000,0,,,,,1616,32,-3,0,,,,,,,,,,21h25m27.91s,321.3662989,-81d38m29.36s,-81.6414894,34.1154000,0.0811000,-0.0807000,11.8040000,0.0700000,-0.0700000,2024-05-07
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,1,Imaging,2016,,,,,230.000000,20.000000,-20.000000,0,,,,,,,,,K7 V,4045.00,35.00,-35.00,0,,,,,22h36m24.62s,339.1025931,+47d51m42.06s,47.8616830,69.5737000,0.1592000,-0.1585000,12.3680000,0.0570000,-0.0570000,2016-11-10
30 Ari B b,30 Ari B,1,4,1,Radial Velocity,2009,335.10001000,2.50000000,-2.50000000,0,0.990000,0.020000,-0.020000,0,0.290000,0.090000,-0.090000,0,,,,,,6331.00,61.00,-61.00,0,1.41,0.05,-0.05,0,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,44.6570000,0.1039000,-0.1034000,7.0920900,0.0230000,-0.0230000,2018-09-06
4 UMa b,4 UMa,1,1,1,Radial Velocity,2006,270.27000000,0.24000000,-0.09000000,0,0.877000,0.001000,0.000000,0,0.453000,0.021000,-0.036000,0,,,,,K1 III,4415.00,70.00,-70.00,0,18.11,1.47,-1.47,0,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603000,1.1860500,-1.1860500,4.5801000,0.0230000,-0.0230000,2023-09-19
42 Dra b,42 Dra,1,2,1,Radial Velocity,2008,479.10000000,6.20000000,-6.20000000,0,1.190000,0.010000,-0.010000,0,0.380000,0.060000,-0.060000,0,,,,,K1.5 III,4200.00,70.00,-70.00,0,22.03,1.00,-1.00,0,18h25m59.40s,276.4975053,+65d33m48.11s,65.5633652,90.6545000,1.3227000,-1.3227000,4.8262000,0.0230000,-0.0230000,2014-05-14
47 UMa b,47 UMa,1,1,3,Radial Velocity,1996,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,0.032000,0.014000,-0.014000,0,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,0.0289000,-0.0289000,5.0335200,0.0230000,-0.0230000,2014-05-14
47 UMa c,47 UMa,1,1,3,Radial Velocity,2001,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,0.098000,0.047000,-0.096000,0,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,0.0289000,-0.0289000,5.0335200,0.0230000,-0.0230000,2014-05-14
47 UMa d,47 UMa,1,1,3,Radial Velocity,2009,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,0.160000,0.090000,-0.160000,0,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967000,0.0289000,-0.0289000,5.0335200,0.0230000,-0.0230000,2014-05-14
51 Eri b,51 Eri,1,3,1,Imaging,2015,,,,,13.200000,0.200000,-0.200000,0,,,,,700,,,0,F0 IV,,,,,,,,,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575000,0.1213000,-0.1203000,5.2114900,0.0230000,-0.0230000,2015-08-14
51 Peg b,51 Peg,1,1,1,Radial Velocity,1995,4.23078500,0.00003600,-0.00003600,0,0.052700,0.003000,-0.003000,0,0.013000,0.012000,-0.012000,0,,,,,,5758.00,101.62,-119.62,0,1.18,0.07,-0.04,0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614000,0.0297000,-0.0297000,5.4530900,0.0230000,-0.0230000,2014-05-14
55 Cnc b,55 Cnc,1,2,5,Radial Velocity,1996,14.65160000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,0.000000,0.010000,-0.010000,0,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,2021-02-11
55 Cnc c,55 Cnc,1,2,5,Radial Velocity,2004,44.39890000,0.00420000,-0.00430000,0,0.237300,0.001300,-0.001300,0,0.030000,0.020000,-0.020000,0,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,2021-02-11
55 Cnc d,55 Cnc,1,2,5,Radial Velocity,2002,5574.20000000,93.80000000,-88.60000000,0,5.957000,0.074000,-0.071000,0,0.130000,0.020000,-0.020000,0,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,2021-02-11
55 Cnc e,55 Cnc,1,2,5,Radial Velocity,2004,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,0.050000,0.030000,-0.030000,0,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,2021-02-11
55 Cnc f,55 Cnc,1,2,5,Radial Velocity,2007,259.88000000,0.29000000,-0.29000000,0,0.770800,0.004300,-0.004400,0,0.080000,0.050000,-0.040000,0,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,2021-02-11
6 Lyn b,6 Lyn,1,1,1,Radial Velocity,2008,919.86000000,1.92000000,-3.71000000,0,2.028000,0.003000,-0.005000,0,0.042000,0.024000,-0.032000,0,,,,,K0 IV,4941.00,,,0,4.94,0.55,-0.50,0,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599000,0.2734000,-0.2734000,5.8730700,0.0230000,-0.0230000,2023-09-19
61 Vir b,61 Vir,1,1,3,Radial Velocity,2009,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,0.120000,0.110000,-0.110000,0,,,,,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,0.0173700,-0.0173000,4.6955000,0.0462000,-0.0462000,2014-05-14
61 Vir c,61 Vir,1,1,3,Radial Velocity,2009,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,0.140000,0.060000,-0.060000,0,,,,,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,0.0173700,-0.0173000,4.6955000,0.0462000,-0.0462000,2014-05-14
61 Vir d,61 Vir,1,1,3,Radial Velocity,2009,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,0.350000,0.090000,-0.090000,0,,,,,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,0.0173700,-0.0173000,4.6955000,0.0462000,-0.0462000,2014-05-14
7 CMa b,7 CMa,1,1,2,Radial Velocity,2011,735.10000000,14.80000000,-1.00000000,0,1.758000,0.024000,-0.001000,0,0.060000,0.030000,-0.030000,0,,,,,,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,0.1648000,-0.1648000,3.9500000,0.0300000,-0.0300000,2019-10-24
7 CMa c,7 CMa,1,1,2,Radial Velocity,2019,996.00000000,1.50000000,-52.40000000,0,2.153000,0.003000,-0.080000,0,0.080000,0.050000,-0.040000,0,,,,,,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,0.1648000,-0.1648000,3.9500000,0.0300000,-0.0300000,2019-10-24
70 Vir b,70 Vir,1,1,1,Radial Velocity,1996,116.68800000,0.00540000,-0.00540000,0,0.481000,0.022000,-0.022000,0,0.398800,0.001900,-0.001900,0,,,,,,5495.00,,,0,1.89,,,0,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011000,0.0560000,-0.0557000,4.9680800,0.0230000,-0.0230000,2018-12-06
75 Cet b,75 Cet,1,2,2,Radial Velocity,2012,696.62000000,1.33000000,-1.69000000,0,1.912000,0.002000,-0.003000,0,0.093000,0.026000,-0.042000,0,,,,,G3 III,4809.00,,,0,10.38,0.15,-0.26,0,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613000,0.7236500,-0.7236500,5.3532000,0.0230000,-0.0230000,2023-09-19
75 Cet c,75 Cet,1,2,2,Radial Velocity,2023,2051.62000000,45.98000000,-40.47000000,0,3.929000,0.058000,-0.052000,0,0.023000,0.191000,-0.003000,0,,,,,G3 III,4809.00,,,0,10.38,0.15,-0.26,0,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613000,0.7236500,-0.7236500,5.3532000,0.0230000,-0.0230000,2023-09-19
8 UMi b,8 UMi,1,1,1,Radial Velocity,2015,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,0.060000,0.090000,-0.090000,0,,,,,,4847.00,7.00,-7.00,0,10.30,0.57,-0.57,0,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.5520000,0.6510000,-0.6460000,6.8329500,0.0230000,-0.0230000,2018-09-06
81 Cet b,81 Cet,1,1,1,Radial Velocity,2008,1005.57000000,1.84000000,-1.94000000,0,2.104000,0.003000,-0.003000,0,0.037000,0.015000,-0.025000,0,,,,,G5 III,4734.00,,,0,11.21,0.81,-0.35,0,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.2600000,1.2220000,-1.2220000,5.6430700,0.0230000,-0.0230000,2023-09-19
91 Aqr b,91 Aqr,1,3,1,Radial Velocity,2013,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,0.027000,0.026000,-0.026000,0,,,,,K0 III,4665.00,18.00,-18.00,0,11.00,0.10,-0.10,0,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304000,0.5132500,-0.5132500,4.2394600,0.0230000,-0.0230000,2014-05-14
AB Aur b,AB Aur,1,1,1,Imaging,2022,,,,,93.900000,49.300000,-49.300000,0,0.400000,0.200000,-0.210000,0,,,,,,9770.00,100.00,-100.00,0,,,,,04h55m45.85s,73.9410446,+30d33m03.92s,30.5510888,162.1270000,1.5260000,-1.4980000,7.0760000,0.0420000,-0.0420000,2022-04-12
AB Pic b,AB Pic,1,1,1,Imaging,2005,,,,,260.000000,,,0,,,,,,,,,K2 V,,,,,,,,,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475000,0.0735000,-0.0733000,9.1300000,0.0300000,-0.0300000,2014-05-14
AF Lep b,AF Lep,1,1,1,Imaging,2023,8030.00000000,1800.00000000,-1800.00000000,0,8.400000,1.100000,-1.300000,0,0.240000,0.270000,-0.150000,0,,,,,F8 V,6130.00,60.00,-60.00,0,1.25,0.06,-0.06,0,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.8564000,0.0189000,-0.0188000,6.3320000,0.0350000,-0.0350000,2023-06-12
AU Mic b,AU Mic,1,1,3,Transit,2020,8.46299910,,,0,0.064500,0.001300,-0.001300,0,0.186000,0.036000,-0.035000,0,,,,,,,,,,,,,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,2022-05-09
AU Mic c,AU Mic,1,1,3,Transit,2021,18.85899100,,,0,0.110100,0.002000,-0.002000,0,,,,,,,,,,,,,,,,,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,2022-05-09
AU Mic d,AU Mic,1,1,3,Transit Timing Variations,2023,12.73596000,0.00793000,-0.00793000,0,,,,,0.003050,0.001040,-0.001040,0,,,,,,3678.00,90.00,-88.00,0,0.74,0.02,-0.02,0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,2024-10-03
BD+03 2562 b,BD+03 2562,1,1,1,Radial Velocity,2017,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,0.200000,0.120000,-0.080000,0,,,,,,4095.00,20.00,-20.00,0,32.35,8.82,-8.82,0,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.6300000,63.8750000,-63.8750000,9.5770000,0.0080000,-0.0080000,2017-06-15
BD+14 4559 b,BD+14 4559,1,1,1,Radial Velocity,2009,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,0.290000,0.030000,-0.030000,0,,,,,,4864.00,101.00,-101.00,0,0.86,0.04,-0.04,0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.3520000,0.0846000,-0.0844000,9.7800000,0.0300000,-0.0300000,2018-09-06
BD+15 2375 b,BD+15 2375,1,1,1,Radial Velocity,2016,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,0.001000,0.250000,-0.001000,0,,,,,,4649.00,30.00,-30.00,0,8.95,1.45,-1.45,0,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.0450000,45.0380000,-45.0380000,10.4100000,0.0100000,-0.0100000,2016-02-04
BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,0.260000,0.100000,-0.100000,0,,,,,K0,4796.00,117.00,-117.00,0,14.70,2.80,-2.80,0,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507,426.4200000,6.4400000,-6.4400000,9.0100000,0.0300000,-0.0300000,2014-05-14
BD+20 2457 b,BD+20 2457,1,1,2,Radial Velocity,2009,379.63000000,2.01000000,-2.01000000,0,1.450000,,,0,0.150000,0.030000,-0.030000,0,,,,,K2 II,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,189.9250000,-189.9250000,9.7430000,0.0080000,-0.0080000,2014-05-14
BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,0.180000,0.060000,-0.060000,0,,,,,K2 II,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,189.9250000,-189.9250000,9.7430000,0.0080000,-0.0080000,2014-05-14
BD+20 274 b,BD+20 274,1,1,1,Radial Velocity,2012,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,0.210000,0.060000,-0.060000,0,,,,,K5 III,4296.00,10.00,-10.00,0,17.30,0.90,-0.90,0,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.5100000,80.5350000,-80.5350000,9.3670000,0.0080000,-0.0080000,2015-09-18
BD+20 594 b,BD+20 594,1,1,1,Transit,2016,41.68550000,0.00300000,-0.00300000,0,,,,,0.000000,,,0,,,,,,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.4610000,1.2570000,-1.2400000,10.8490000,0.0120000,-0.0120000,2018-04-26
BD+45 564 b,BD+45 564,1,1,1,Radial Velocity,2021,307.88000000,1.47000000,-1.47000000,0,0.830000,0.040000,-0.040000,0,0.120000,0.060000,-0.060000,0,,,,,K1,5004.00,50.00,-50.00,0,,,,,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.6220000,0.1919000,-0.1905000,9.6700000,0.0300000,-0.0300000,2021-05-28
BD+48 738 b,BD+48 738,1,1,1,Radial Velocity,2011,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,0.200000,0.100000,-0.100000,0,,,,,K0 III,4414.00,15.00,-15.00,0,11.00,1.00,-1.00,0,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.4930000,43.8490000,-43.8490000,9.1390000,0.0040000,-0.0040000,2015-08-13
BD+48 740 b,BD+48 740,1,1,1,Radial Velocity,2018,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,0.760000,0.050000,-0.090000,0,,,,,,4534.00,8.00,-8.00,0,10.33,1.81,-1.81,0,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.5890000,21.5335000,-21.5335000,8.6900000,0.0300000,-0.0300000,2018-02-01
BD+49 828 b,BD+49 828,1,1,1,Radial Velocity,2015,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,0.350000,0.240000,-0.100000,0,,,,,K0,4943.00,30.00,-30.00,0,7.60,1.30,-1.30,0,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.0420000,7.6540000,-7.6540000,9.3810000,0.0050000,-0.0050000,2015-02-05
BD+55 362 b,BD+55 362,1,1,1,Radial Velocity,2021,265.59000000,1.04000000,-1.04000000,0,0.780000,0.050000,-0.050000,0,0.270000,0.060000,-0.060000,0,,,,,K3,5012.00,78.00,-78.00,0,,,,,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697000,0.0974000,-0.0971000,9.3800000,0.0300000,-0.0300000,2021-05-28
BD+60 1417 b,BD+60 1417,1,1,1,Imaging,2021,,,,,1662.000000,,,0,,,,,1303,74,-74,0,K0,4993.00,124.00,-124.00,0,0.80,0.05,-0.05,0,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,44.9543000,0.0593000,-0.0592000,9.3740000,0.0030000,-0.0030000,2022-01-10
BD+63 1405 b,BD+63 1405,1,1,1,Radial Velocity,2021,1198.48000000,60.79000000,-60.79000000,0,2.060000,0.140000,-0.140000,0,0.880000,0.020000,-0.020000,0,,,,,K0,5000.00,53.00,-53.00,0,,,,,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473000,0.0329000,-0.0329000,8.9600000,0.0300000,-0.0300000,2021-05-28
BD-06 1339 b,BD-06 1339,1,1,2,Radial Velocity,2013,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,0.000000,,,0,,,,,K7/M0 V,4324.00,100.00,-100.00,0,,,,,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695000,0.0220000,-0.0218000,9.7000000,0.0300000,-0.0300000,2014-05-14
BD-06 1339 c,BD-06 1339,1,1,2,Radial Velocity,2013,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,0.310000,0.110000,-0.110000,0,,,,,K7/M0 V,4324.00,100.00,-100.00,0,,,,,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695000,0.0220000,-0.0218000,9.7000000,0.0300000,-0.0300000,2014-05-14
BD-08 2823 b,BD-08 2823,1,1,2,Radial Velocity,2009,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,0.150000,0.150000,-0.150000,0,,,,,,4816.00,114.00,-114.00,0,0.71,0.04,-0.04,0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,0.0685000,-0.0682000,9.8600000,0.0300000,-0.0300000,2018-09-06
